,datetime,text,user,location
1128,2020-06-16 14:16:47,Exciting morning! I received an email confirmation from @shopDisney stating my @Disney masks have shipped! 🥳 https://t.co/FHLBQFMGdu,jenndido,"Kissimmee, FL"
1129,2020-06-16 14:16:16,"💜 shopdisney Update💜
.
It’s the ambiguous update of uncertainty lol
.
💫Minnie Mouse Attraction
Minnie has gone on s… https://t.co/pr5GvcHYsq",DisneySideKick,
1130,2020-06-16 14:15:14,@laurafee @shopDisney What’s weird is I ordered it during that second round and got it way earlier than I was supposed to,figmentjedi,
1131,2020-06-16 14:15:03,@shopDisney will the Minnie on Main - Peter Pan collection launch this weekend or has it been delayed? #shopdisneysupport,inferno60x,"North Carolina, USA"
1132,2020-06-16 14:15:01,“Minnie Mouse: The Main Attraction” Merchandise Releases Temporarily Suspended on shopDisney https://t.co/8FzdC37ON2,CastleInsider,"Orlando, FL"
1133,2020-06-16 14:14:22,@figmentjedi @shopDisney I saw 😭 I’m so bummed. Doesn’t make sense. I was in the second round of orders that would… https://t.co/tqoDbwAlmN,laurafee,Midgard
1134,2020-06-16 14:13:05,@mrothb @TomAmityCorless @shopDisney Yeah I thought the same.,SotMKblog,
1135,2020-06-16 14:12:43,"@SotMKblog @TomAmityCorless @shopDisney I wonder if it’s the first of 3 I’ll be getting, or if it’s just the Hoth mug...",mrothb,"Rochester, NY"
1136,2020-06-16 14:08:42,@laurafee @shopDisney I only ordered the Dagobah mug,figmentjedi,
1137,2020-06-16 14:08:12,"ENDS TODAY: Get up to 25% off on ShopDisney, including this Pirates of the Caribbean Loungefly Backpack! 🤑 Use code… https://t.co/hwtmwMenWn",disney_dooney,
1138,2020-06-16 14:08:11,"ENDS TODAY: Get up to 25% off on ShopDisney, including this Pirates of the Caribbean Loungefly Backpack! 🤑 Use code… https://t.co/eoJCLrBzL7",disney_dooney,
1139,2020-06-16 14:07:09,@figmentjedi @shopDisney I’m so bummed 😭😭😭 I hope they make it to the parks. I never get anything that’s online only 😩,laurafee,Midgard
1140,2020-06-16 14:05:59,@discoveryparent @NicoleDubuc @Disney @shopDisney @DisneyJunior Disney needs to do more with this show!! The only show that my son loves!!,jessaugie,"Boston, MA"
1141,2020-06-16 14:04:23,@mrothb @TomAmityCorless @shopDisney It’s such a joke,SotMKblog,
1142,2020-06-16 14:01:44,"Really @shopDisney? I ordered this on May 4th, still have not received my order, now you tell me I can't even have… https://t.co/DsPiQqc8Yy",LaseyCoken,"Roanoke, VA"
1143,2020-06-16 14:01:38,@SotMKblog @TomAmityCorless @shopDisney I got the same email...,mrothb,"Rochester, NY"
1144,2020-06-16 13:59:33,@shopDisney Forget Disney! #AllLivesMatter,lwhite3540,
1145,2020-06-16 13:58:24,@laurafee @shopDisney Oh no! 😖,figmentjedi,
1146,2020-06-16 13:54:18,😭😭😭😭 Then why did they even release the ability to order more that would ship in July? 😩 @shopDisney https://t.co/cAZ0jFIzlZ,laurafee,Midgard
1147,2020-06-16 13:52:35,@shopDisney is the Minnie Mouse Main Attraction releasing this Saturday postponed?,Thezinnmeister,"Austin, TX"
1148,2020-06-16 13:50:50,.@shopDisney is the worst https://t.co/oFPhV4VRrA,SotMKblog,
1149,2020-06-16 13:50:43,Stupid bots gotta ruin good things. I just wanted the Peter Pan eats for my birthday 😩 @shopDisney #minniemouse #themainattraction,_samantha_618,
1150,2020-06-16 13:46:44,@DisneyFoodBlog Seems it’s still available in the UK for us! Posted 2 hours ago by shopDisney! https://t.co/R933ZIEodY,nathanaaron12,"Middlesbrough, United Kingdom"
1151,2020-06-16 13:44:36,@theatre_garbage @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN No answer? Thought so.,aleciavaught75,"Virginia, USA"
1152,2020-06-16 13:42:10,@shopDisney #shopdisneysupport is the peter pan’s flight main attraction collection postponed in the us?,alexismrobinson,hope world 🪐
1153,2020-06-16 13:22:55,News Regarding Minnie Mouse; The Main Attraction Merch - Postponed? - https://t.co/Uz9kftvtZd… https://t.co/x2hBEPnfBX,mainstreetmouse,Central Florida
1154,2020-06-16 13:22:11,@DisneyParks @shopDisney But what about this?! 😭😭😭😭 please let us know more information!! https://t.co/UUFXfU4EvA,KatePaddock03,"Gahanna, OH"
1155,2020-06-16 13:17:52,“Minnie Mouse: The Main Attraction” Merchandise Releases Temporarily Suspended on shopDisney… https://t.co/MJUFjfVz1K,WDWNT,"Orlando, FL"
1156,2020-06-16 13:14:10,"✨🛍 Minnie Mouse : The Main Attraction, Peter Pan’s Flight Collection 🧚‍♂️ 

• Disponible sur ShopDisney 
• Sortie e… https://t.co/xFfKCI17IT",DisneyCave0f,
1157,2020-06-16 13:02:34,Series 7 of Minnie Mouse: The Main Attraction (was inspired by King Arthur Carousel at Disneyland. #disney… https://t.co/Y8uP60bHPh,DizThruBrwnEyes,"Atlanta, GA"
1158,2020-06-16 12:52:30,@shopDisney is the minnie main attraction collection still releasing Saturday?,rrsellars,wonderland
1159,2020-06-16 12:47:22,@shopDisney will there be a Minnie Mouse The Main Attraction release this Saturday as planned??? https://t.co/DnTjPz8SEn,DisneyDiva98,
1160,2020-06-16 12:44:59,Princess Life! NEW Accessories Available on shopDisney https://t.co/7ZwXE6v965,CastleInsider,"Orlando, FL"
1161,2020-06-16 12:25:03,"Have your very own Bibbidi Bobbidi Boutique experience at home with these news accessories! 

Princess Life! NEW Ac… https://t.co/iSing6qkq9",InsideTheMagic,Theme Parks... and beyond.
1162,2020-06-16 12:22:20,"RISE AND SHINE - Brillez dans ce hoodie rose pastel et son logo Disney shiny ✨✨✨ !!! 
➡ https://t.co/RyLBntQO46 https://t.co/d47Mu26BLQ",hellodisneyland,"Lyon, France"
1163,2020-06-16 12:04:19,"@shopDisney Has anyone noticed Disney releases different styles of merchandise for Pride month, but I have not see… https://t.co/s7658SMqIc",Dreastravels,"Austin,TX"
1164,2020-06-16 12:00:18,@tangledupinfun It's such a pretty set.  Peter Pan is also lovely!  The whole 8am ShopDisney shambles is getting to… https://t.co/4l93JqyyuT,MrDavidMrIan,"London, England"
1165,2020-06-16 11:56:22,Coming soon to shopdisney - Series 2 of The Disney Castle Collection and Ink &amp; Paint Key. No release posted at this… https://t.co/Gm4Cax3pDt,DizThruBrwnEyes,"Atlanta, GA"
1166,2020-06-16 11:52:50,"@Epcyclopedia @DisneyParks @shopDisney @GLSEN Wow, haha you must have so much time in your hands to research all th… https://t.co/pxewwVrgpn",bunifarcr,
1167,2020-06-16 11:49:58,@uhlexxuh @shopDisney What happened!!!!,AshleyGuy__,"Stratford, NJ"
1168,2020-06-16 11:41:47,"So July is previewed. I still can't believe how hard it is to get the ears.

#minniemouse… https://t.co/aIx6npsW1I",founddisney,
1169,2020-06-16 11:33:19,"@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Hi, we have tickets for MNSSHP but I’m guessing this is cancelled?… https://t.co/YgdpxFoSAQ",1Mulligans,wigwambam!! Mighty wigan!
1170,2020-06-16 11:05:43,@DisneyD23 @shopDisney @GLSEN Will this be available on Disney UK?,Samishlol,"Bristol, England"
1171,2020-06-16 11:04:23,Why can't you buy face masks on @shopDisney UK?? You can on the America site.,Samishlol,"Bristol, England"
1172,2020-06-16 10:40:26,@DisneyIndia @DisneyplusHSP @disneyplus @starindia @DisneyD23 @bindasstv @shopDisney @WaltDisneyCo @DisneyCareers… https://t.co/KWD2eydvvP,Akansha95236424,
1173,2020-06-16 10:36:05,Following my excitement a couple of weeks ago about purchasing the limited edition Cinderella Castle Collection puz… https://t.co/gjlLxjPgtQ,sargeantpinky,Exiled Northerner
1174,2020-06-16 09:46:48,waiting for my #shopdisney package like https://t.co/W4YpIJNBEW,KimmKitten,"Antwerp, Belgium"
1175,2020-06-16 09:31:21,"The @Disney_UK exclusive Speciality glow Human Torch is reduced to £10.49

Great price for this!

✅Order here ⬇️… https://t.co/zqM5dJuBTE",Abbernaffyfunko,"Glasgow, Scotland"
1176,2020-06-16 09:30:40,@shopDisney hey shopDisney. Just curious about the upcoming release for main attraction Minnie. Is this mean you gu… https://t.co/wBWBKZqEaD,dwfjp_nanap,"Whorelando, Florida"
1177,2020-06-16 08:50:15,I’ll be glad when @shopDisney stores open because I’m getting irritated looking through the windows 🙄,_ShakalaDenise,
1178,2020-06-16 08:24:52,"@AndyJimVlogs @shopDisney Same here, they used to have a Disney store in my local shopping centre but they left after 2 months",ItsJohnathan91,"Bradford, England"
1179,2020-06-16 07:56:13,"💖One of my favourite castles 💖☃️❄any guesses???😎
@ShopDisneyUK
#frozen2 #disneyornament #shopdisney #arendelle… https://t.co/YXS7AROMwn",Teddy_Playhouse,
1180,2020-06-16 07:51:05,Is it bad that I want @shopDisney to open a retail store in #Cornwall #UnitedKingdom  I would be there EVERY weeken… https://t.co/MALupUjkIS,AndyJimVlogs,"Cornwall, United Kingdom"
1181,2020-06-16 06:57:59,@shopDisney @Nekoboy69_ Hi I’ve sent you a DM x,BijouledBTQ,"Buckinghamshire, England"
1182,2020-06-16 06:50:42,@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Rainbows forever 😍 https://t.co/FtearYJcvL,Jacquel09739284,"North East, England"
1183,2020-06-16 06:46:40,@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN These are fab 🤹‍♂️🤹‍♀️💜,Jacquel09739284,"North East, England"
1184,2020-06-16 05:55:52,@DisneyParks @shopDisney @GLSEN Sorry I’m just It reminds me of world of colour and I love world of colour I love y… https://t.co/qjl11AEyoq,NasyiS,
1185,2020-06-16 05:10:45,Is your tiny human in need of some costume bodysuits? Check out the cute looks available now on shopDisney includin… https://t.co/36lYUIIMpx,laughing_place,"Orlando, FL"
1186,2020-06-16 04:32:19,Every order I make with @shopDisney gets screwed up! Month 3 of making orders and every order has ended in me needi… https://t.co/FX8SU7AH1A,Ilovecanada,Canada
1187,2020-06-16 04:02:13,@Nekoboy69_ Our apologies for the misunderstanding! Please send our team an email with the order number to personal… https://t.co/SOoZ9aFTor,shopDisney,Second star to the right
1188,2020-06-16 04:00:45,The whole family can rest well with the latest sleepwear styles from shopDisney: https://t.co/My09lO5d1A https://t.co/JzCydigtpo,laughing_place,"Orlando, FL"
1189,2020-06-16 03:45:10,@conover_haley @shopDisney hahaha I’m famous,sam_v_red,
1190,2020-06-16 03:30:52,"@aleciavaught75 @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Sweetie, no. Just stop, you’re embarrassing yourself.",theatre_garbage,"Los Angeles, CA"
1191,2020-06-16 03:25:36,@theatre_garbage @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN What are YOU going to say when kids get abused an… https://t.co/FW3bzUs6hf,aleciavaught75,"Virginia, USA"
1192,2020-06-16 03:23:58,@aleciavaught75 @theatre_garbage @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Believing a hack fraud like James Wood lmao,risenemmeryn,Djanan Qhat
1193,2020-06-16 03:22:34,@AishaMJ9 @DisneyParks @shopDisney @GLSEN There’s more to love than just fucking,risenemmeryn,Djanan Qhat
1194,2020-06-16 03:18:07,"@aleciavaught75 @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Like I said, don’t like it, don’t go. 🥰",theatre_garbage,"Los Angeles, CA"
1195,2020-06-16 03:15:07,@theatre_garbage @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Suuuure it is. You keep telling yourself that if… https://t.co/9qkEaMAbJl,aleciavaught75,"Virginia, USA"
1196,2020-06-16 03:15:02,See What Is New! #Disney Dooney &amp; Bourke #Handbags &gt; https://t.co/jNcAeSXM56  #Disneyland #WaltDIsneyWorld Fans 😍 https://t.co/ecQSr6Dja4,whipsandchurros,Southern California
1197,2020-06-16 03:00:30,@DisneyParks @shopDisney @GLSEN so cute,t_d_too,病院
1198,2020-06-16 02:40:01,@shopDisney @venturewithlani Mine just keeps saying closed. Really wish there could at least be an approximate wind… https://t.co/nvhvzr7xB0,SteveTONJohns3,
1199,2020-06-16 02:05:11,@shopDisney hello! I was wondering if I could be helped with my order. I ordered a Hoth mug back in May but the ord… https://t.co/hKZi4XRki5,ELL3ON,As if you care
1200,2020-06-16 01:55:27,@AishaMJ9 @DisneyParks @shopDisney @GLSEN wait I don't get it- are you homophobic or not???,GraceCarkner,somewhere probably 
1201,2020-06-16 01:16:22,@bettiewhelan @DisneyFoodBlog If you go online to shop Disney they actual tell you how to size your face to order t… https://t.co/7hJLusidtR,Meg12016,United States
1202,2020-06-16 01:08:12,@aleciavaught75 @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN That’s fake anti-LGBTQIA+ propaganda. But it’s oka… https://t.co/tuhYBmpEjJ,theatre_garbage,"Los Angeles, CA"
1203,2020-06-16 01:01:23,"Disney Oh My Disney Winnie the Pooh Pencil and Pencil Holder Set
Shop Now--&gt; https://t.co/JBVvXZ5mjF… https://t.co/tqAYemQchd",ilovecharacters,"Florida, USA"
1204,2020-06-16 01:01:10,@theatre_garbage @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN You sure about that? https://t.co/0NZD3R2aXS,aleciavaught75,"Virginia, USA"
1205,2020-06-16 00:45:00,"The official Disney store is offering massive deals on its luxury collectibles, toys, and much more today https://t.co/jud4nQLNPK",9to5toys,
1206,2020-06-16 00:30:49,"@PopCulturePinCo @shopDisney Whichever day had the free shipping is when I ordered, lol!",Nekomittchi,Seattle
1207,2020-06-16 00:30:35,"@shopDisney my order says it’s delivering with my mail, got my mail but no package from you guys. 🙃 #shopdisneysupport",karl_joseffe,
1208,2020-06-16 00:28:34,@Nekomittchi @shopDisney Nice!  I checked for them a few weeks back and they weren’t live yet.  I had forgotten to… https://t.co/2xqlkvNmLQ,PopCulturePinCo,
1209,2020-06-16 00:25:13,@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN This is so beautiful 😍!! Love ❤️ this so much!!!,Barbara74048755,
1210,2020-06-16 00:24:09,@PopCulturePinCo @shopDisney They've actually had them up for a bit. I've already got my Disneyland pin.,Nekomittchi,Seattle
1211,2020-06-16 00:17:43,SHOP: New “Lilo &amp; Stitch” and “Toy Story” Alien Loungefly Wristlets Now Available on shopDisney - https://t.co/gvLc2RxRLA via @wdwnt,christinephili,"Cumberland, MD"
1212,2020-06-16 00:05:52,"#PinRelease ⁣
⁣
This year’s Rainbow Disney Collection is live @shopDisney!⁣
⁣
Celebrate #PrideMonth this month and… https://t.co/OS41WT77JV",PopCulturePinCo,
1213,2020-06-15 23:41:01,@DisneyD23 @shopDisney @GLSEN Already ordered a lot. Thank you Disney for supporting us LGBTQ,mski1369,Ocoee Florida
1214,2020-06-15 23:34:14,"@unsaltysaltines @DisneyParks @shopDisney @GLSEN Have you seen ""Out"" that is streaming on Disney+?",lovelylaurrr,"Orlando, FL"
1215,2020-06-15 23:33:47,@DisneyParks @6abc @shopDisney @GLSEN Jump on that bandwagon. LoL,spencer_ang,"Pasadena, CA"
1216,2020-06-15 23:25:51,"Pages and pages of people already putting limited addition pins, ears etc... On eBay before they've even gone on sa… https://t.co/7uSgzWdpTh",DisneyEvrywhere,United Kingdom
1217,2020-06-15 23:20:00,"@shopDisney #shopDisneySupport Your website is not working. I can't log in, I can't click on anything it just redir… https://t.co/f0Ez0DyqUz",scmarkham101,
1218,2020-06-15 23:09:57,@DisneyD23 @shopDisney @GLSEN The backpack!!! 😍😍😍🏳️‍🌈🏳️‍🌈🏳️‍🌈,DeniseIsEpic,"28.3753° N, 81.5495° W"
1219,2020-06-15 23:08:01,@shopDisney we pre-order the face mask it's still in the processing stage when will they be ship?,Angel102611,"North Carolina, USA"
1220,2020-06-15 23:03:24,@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN @CourtneyJayneB_ I’m in heaven. Look!,NicoleLinsey,"Cambridge, England"
1221,2020-06-15 23:00:20,"@shopDisney Hi, is there any chance this will be coming back in to stock on the UK website? It's still on the US we… https://t.co/2wurfula5u",FairyGodCarol,
1222,2020-06-15 22:55:06,i got a stitch + pluto plush from @shopdisney and they have PIXIE DUST on them... 🥺🥰,fullofwhitt,tomorrowland 
1223,2020-06-15 22:44:44,@shopDisney when will the UK store be re-opening? 🙈💙,emgem09,"Manchester, England"
1224,2020-06-15 22:42:36,@DisneyLouJay @shopDisney That’s worrying 🤔,merlins_ears,
1225,2020-06-15 22:35:27,"shopDisney (the s is lowercase) really said Happy #PrideMonth, here's a castle made out of butt plugs https://t.co/eEacitKslL",DLthings,"Los Angeles, CA"
1226,2020-06-15 22:10:01,@MaddieMarieB @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN the lil rainbow Mickey pants are 🥺🥺🥺,foriamshe,
1227,2020-06-15 22:09:45,The Peter Pan merch drops on shopdisney in 5 days I am ready to be broke,The_Alissaa,
1228,2020-06-15 21:59:12,@shopDisney Well it says Disney so #HardPass,R_M_American,United States
1229,2020-06-15 21:54:32,@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Obsessed w these pins! @foriamshe,MaddieMarieB,"Connecticut, USA"
1230,2020-06-15 21:53:47,"@shopDisney Everything, especially tickets for your parks are outrageously over priced. Disgusting",mamabear2mzm,
1231,2020-06-15 21:51:22,@shopDisney I'm good,sammcmorris,Chicago
1232,2020-06-15 21:49:03,@DisneyParks @shopDisney @GLSEN Cool but when is there gonna be a lesbian Disney Princess story?,DisneyDives,US and Canada
1233,2020-06-15 21:48:25,"@shopDisney I have 2 in my office right now, just because.",TheRevanch1st,"Twinja, CA"
1234,2020-06-15 21:46:06,@shopDisney What about thingamabobs?,PommedeMorte,The Prairie
1235,2020-06-15 21:45:00,@shopDisney Fox News is a deal breaker.,RobinJOJO,"United States, Indiana"
1236,2020-06-15 21:44:34,@shopDisney hey your code Dumbo15 isn’t giving me 15% off my £65 order ? Can u help?  X,BijouledBTQ,"Buckinghamshire, England"
1237,2020-06-15 21:43:05,"@merlins_ears @shopDisney It’s not even restocked yet, shelves 1/2 full",DisneyLouJay,"Portsmouth, England"
1238,2020-06-15 21:41:59,Really @shopDisney @WaltDisneyWorld advertising the Dooneys on sale only to find out they aren’t included is WRONG.… https://t.co/75PhA6tcwD,Emilykristinn,
1239,2020-06-15 21:40:31,Shut the fuck up u stinky ass hoe I’ll fuck ur mom https://t.co/JH0WyKmJa9,GabbyRayCyrus,
1240,2020-06-15 21:39:55,@shopDisney Disney will NEVER get another dime of my money!,AmericaFree1,
1241,2020-06-15 21:30:21,"@DisneyLouJay @shopDisney Thought so, that was my training store when I worked for Disney Store ☺️",merlins_ears,
1242,2020-06-15 21:30:12,"✨ Disney up to 50% off Summer Sale!!
-- https://t.co/NPfLJpAzEz

Tom⚡️ https://t.co/vYNKmsF1Yj",LatestDealsUK,
1243,2020-06-15 21:23:29,@shopDisney Not on your life!,peanut1898,
1244,2020-06-15 21:20:53,@BizzyBeeBabs @shopDisney I guess you don’t like @RATM because you just found out they are anti - establishment. I… https://t.co/S0OCb5ZXkB,mangatoad1,"Michigan, USA"
1245,2020-06-15 21:19:06,@shopDisney Don’t give this company any money. #boycott,Ro_GoHAM,
1246,2020-06-15 21:17:26,@DisneyParks @shopDisney @GLSEN So much....I want it all!!,Disneycafepixie,A castle somewhere 
1247,2020-06-15 21:15:28,@shopDisney I see the sheep still flock to @Disney https://t.co/msnDGy9i4J,mangatoad1,"Michigan, USA"
1248,2020-06-15 21:15:27,@shopDisney STOP ADVERTISING ON @foxandfriends,WillResistAdmin,"California, USA"
1249,2020-06-15 21:13:39,@mfield @shopDisney Whoa!,stewithaphen,United States
1250,2020-06-15 21:13:16,Toy Story 4 our toy hunt! - ShopDisney - - from the archives https://t.co/wc8seWJFqX,NewMummyBlog,"Gloucestershire, England"
1251,2020-06-15 21:10:54,@AishaMJ9 @DisneyParks @shopDisney @GLSEN I'm sure they won't miss you,TinaAKAMonkey,"Arizona, USA"
1252,2020-06-15 21:07:40,Only about 6 months too late https://t.co/hTZ5m4Tmgh,garrettckelly,Rogers Ar
1253,2020-06-15 21:05:33,@shopDisney Get off my feed!,Langtoon586, Washington State 
1254,2020-06-15 21:02:38,"@shopDisney No, thank you! Support #TuckerCarlson!",MslillieMaga,"Orange County, CA 🍊"
1255,2020-06-15 20:56:26,"In recognition of Pride Month 2020 and in honor of the new Rainbow Disney Collection on @shopDisney, Disney is dona… https://t.co/iMpiP5iD77",DisneyD23,"Burbank, CA"
1256,2020-06-15 20:52:09,@misterjkr @ladyofthedi Baby Yoda Plushie!!!! https://t.co/TDwhETC1wG,WilkyAllTrades,"Utah, USA"
1257,2020-06-15 20:50:45,"@shopDisney Advertise on Fox News, lose my business forever.",DrLexus_StGods,
1258,2020-06-15 20:50:37,@shopDisney are you guys not shipping to the UK currently? Can’t seem to process my order :(,GrraceI,London
1259,2020-06-15 20:49:15,@DisneyParks @Disneyland @shopDisney @GLSEN So cute! Love those ears! I’m definitely gonna get some! 🤍🏳️‍🌈,kelseyymumford,London 
1260,2020-06-15 20:49:11,"@shopDisney No, thanks, pedos.",clturlington,"Decatur, Texas"
1261,2020-06-15 20:41:36,@aleciavaught75 @DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Um.... pedophiles haven’t hijacked the movement sw… https://t.co/oaNbGKWEjH,theatre_garbage,"Los Angeles, CA"
1262,2020-06-15 20:37:54,@shopDisney That’s the worst part of visiting Disney! All the extreme marketing. FOH,MaryjaneWisdom1,"Bronx, NY"
1263,2020-06-15 20:33:35,@shopDisney Where is your shit made Mickey?,migg0311,"Anaheim, CA"
1264,2020-06-15 20:30:55,@shopDisney Thank you 🥰,Q_T_patootie_,
1265,2020-06-15 20:30:51,"@shopDisney Cheap Chinese sweatshop apparel?  Get bent, Disney!",Cousenvinnie,United States
1266,2020-06-15 20:29:38,@DisneyParks @shopDisney @GLSEN It does not fit the innocence of children..I never liked returning the colors of Di… https://t.co/MRIyLK413r,AishaMJ9,
1267,2020-06-15 20:28:38,"@venturewithlani Thanks for asking, Leilani! Each store will vary. Please refer to the Store Locator page for the l… https://t.co/Hp69q3H3ds",shopDisney,Second star to the right
1268,2020-06-15 20:24:52,@merlins_ears @shopDisney Yeah,DisneyLouJay,"Portsmouth, England"
1269,2020-06-15 20:23:46,@DisneyLouJay @shopDisney Is that the Southampton store ?,merlins_ears,
1270,2020-06-15 20:12:59,"Disney, you dropped Tucker Carlson, while manufactuing all your souvenirs and Swag, in China and overseas... sweats… https://t.co/p70BSyXdqv",OhRick,"SoCal, West of PCH"
1271,2020-06-15 20:07:44,@shopDisney What you sent was a copy and past from your information page. That wont help me at all. Bc my friend ca… https://t.co/uKe4HizXR2,Nekoboy69_,Sweden
1272,2020-06-15 20:01:09,Keep it there https://t.co/kGfxCtEVZJ,bchildersjr,"Midland, TX"
1273,2020-06-15 19:54:30,Earn 5% Cashback on https://t.co/Z3COkdiZ4P today using Rakuten. We love Rakuten. We earn money for the stuff we ar… https://t.co/MmNe20D4cS,ForLoveOfMouse,
1274,2020-06-15 19:52:04,@Epcyclopedia @DisneyParks @shopDisney @GLSEN You really crying over something 16 years ago?,NCPIII,South Jersey
1275,2020-06-15 19:49:59,@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Disney protects Pedophiles. Pedophiles have hijacked the LGBT move… https://t.co/D79pjb4QsE,aleciavaught75,"Virginia, USA"
1276,2020-06-15 19:49:36,@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Yall are awesome,Ac0usticKitty,"San Antonio, TX"
1277,2020-06-15 19:48:33,A sad sight today @shopDisney - Hurry back soon. https://t.co/KgCnnFjWNI,DisneyLouJay,"Portsmouth, England"
1278,2020-06-15 19:47:51,@shopDisney You shouldn’t have buckled.,NomadsWife6973,USA
1279,2020-06-15 19:47:30,@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN RESPECT! I love Disney more and more every day 😭💕,minimochi177,(っ◔◡◔)っ ♥ ateez utopia ♥
1280,2020-06-15 19:46:59,@DisneyParks @WaltDisneyWorld @shopDisney @GLSEN Respect ✊,Wagster1316,"London, England"
1281,2020-06-15 19:45:03,sssshhhh don't tell @PirateJeni i got her a surprise from #ShopDisney,psychicleaking,Milliways 
1282,2020-06-15 19:39:11,@ChantelleDisney ShopDisney hasn’t opened the physical stores just yet!,seanybblive,Bolton
1283,2020-06-15 19:32:57,@Nekoboy69_ Thank you! I've sent you a direct message with further details to assist you. -Joanna,shopDisney,Second star to the right
1284,2020-06-15 19:32:46,@shopDisney I want to crush baby yoda with steel toed boots and throw him into a trash compactor.,JaxMakesThingz,your mom lol
1285,2020-06-15 19:32:20,"DisneyParks: In recognition of Pride Month 2020 and the Rainbow Disney Collection on shopDisney, Disney is donating… https://t.co/UoVbKkcLkv",LifeinPumps,"Philadelphia, PA"
1286,2020-06-15 19:31:03,"DisneyParks: In recognition of Pride Month 2020 and the Rainbow Disney Collection on @shopDisney, Disney is donatin… https://t.co/Cr7dvc8EjS",MauiMickey702,Walt Disney World
1287,2020-06-15 19:31:00,You'll oooh and awww over these adorable new baby styles that have just arrived on #shopDisney:… https://t.co/oIRUbRcbSC,laughing_place,"Orlando, FL"
1288,2020-06-15 19:28:36,"@TekCharlie @DisneyParks @shopDisney @GLSEN This is fair. 

@Disney DO BETTER",unsaltysaltines,"London, Ontario"
1289,2020-06-15 19:25:41,"@unsaltysaltines @DisneyParks @shopDisney @GLSEN I didn't say it did, just saying that your post towards the Parks… https://t.co/eyUjVGdf2w",TekCharlie,"West Chicago, IL"
1290,2020-06-15 19:25:06,@TekCharlie @DisneyParks @shopDisney @GLSEN That doesn’t excuse the parent company tbh.,unsaltysaltines,"London, Ontario"
1291,2020-06-15 19:25:02,"@Amy_mimy93 I'm so sorry. We're the guest services for the United State's https://t.co/kruXD7LIk4. Regrettably, we'… https://t.co/bY89u4bfMk",shopDisney,Second star to the right
1292,2020-06-15 19:24:03,@unsaltysaltines @DisneyParks @shopDisney @GLSEN Disney Parks is separate from Disney Studios. Yes same parent comp… https://t.co/cDLExnRj6k,TekCharlie,"West Chicago, IL"
1293,2020-06-15 19:23:11,-grabs card- https://t.co/FllV0b1xfT https://t.co/gI0fest8YO,thejallenwalker,"Orange Park, FL"
1294,2020-06-15 19:23:09,"@nessieobregon Thanks for reaching out to us, Vanesa! I'd be more than happy to assist you. I've sent you a direct… https://t.co/60hjLBv4PE",shopDisney,Second star to the right
1295,2020-06-15 19:23:04,@shopDisney hello! Iv got a query about my parcel and Hermes told me to contact your support but it won’t let me on… https://t.co/yzxpZUBYUu,HarveyClaudia,Tamworth
1296,2020-06-15 19:16:58,@DisneyParks @shopDisney @GLSEN You ever going to apologize for telling me a pride display for Pride Month in the T… https://t.co/QjZGKes0sJ,Epcyclopedia,"Florida, USA"
1297,2020-06-15 19:16:48,@shopDisney ok - thanks Joanna.,REDAngel2B,
1298,2020-06-15 19:14:58,@DisneyParks @shopDisney @GLSEN Yet y’all still won’t let characters be gay in your content??? PICK A LANE.,unsaltysaltines,"London, Ontario"
1299,2020-06-15 19:14:38,@DisneyParks @shopDisney @GLSEN You guys rock! ❤️🧡💛💚💙💜🤎🖤 https://t.co/Pcal7wWPN5,TweetacularMatt,"Hollywood, Los Angeles"
1300,2020-06-15 19:13:37,@noah_wiggles @DisneyParks @shopDisney @GLSEN SAME OMG I CAN'T WAIT TO GO BACK,isaiaharnold367,"Los Angeles, CA"
1301,2020-06-15 19:12:17,@DisneyParks @shopDisney @GLSEN I miss Disney and when my only worries were getting to space mountain before everyone got there.,noah_wiggles,not telling you
1302,2020-06-15 19:11:09,"In recognition of Pride Month 2020 and the Rainbow Disney Collection on @shopDisney, Disney is donating $100,000 to… https://t.co/aCp10UDa72",DisneyParks,"Orlando, FL"
1303,2020-06-15 19:09:26,"@Plush173 Thanks for reaching out to us, Mel! I'd be more than happy to assist you. Regrettably, I don't have the o… https://t.co/R1gGsbvF9c",shopDisney,Second star to the right
