,text,user,location,date,sentiment
429,"@chum0nster Thanks for your interest! We will be releasing the Castle Collection, though have not announced a date.… https://t.co/SeNPiolR0q",shopDisney,Second star to the right,2020-06-09,4
430,@shopDisney why are your South Florida stores still closed?? When will you open?? https://t.co/YyPkuKGSeS,OFombellida,Earth,2020-06-09,0
431,"@KellyMWilder @DisneyPinsBlog @shopDisney Beautiful! 😍 We have and love all of those, too! I think they’re even mor… https://t.co/fov2vDZTVk",Hesti4EverAP,United States,2020-06-09,4
432,@shopDisney when will the frozen castle be released for the US? Getting antsy since UK is tomorrow! :),chum0nster,,2020-06-09,0
433,@FarmStuffz I scored one.  Much easier than a @shopDisney release.,TowerGuy10,,2020-06-09,4
434,"@yak_face Also the way.

@shopDisney @buildabear https://t.co/jhfmkYgaFZ",JamesRMeier,,2020-06-09,4
435,@shopDisney Just wondering. I was able to snag the Dagobah mug. Was hoping to get Hoth as well. Thanks for the response!,JordanGhastly,"Atlanta, Ga",2020-06-09,4
436,"@JordanGhastly Hi, Jordan. The Star Wars mugs were only available during May the 4th and may not been restocked. Pl… https://t.co/otjOQLKaIz",shopDisney,Second star to the right,2020-06-09,4
437,@shopDisney Hi there! I was just wondering if there will be another round of thr Star Wars “You Are Here” mugs that… https://t.co/bcRI5jQJpM,JordanGhastly,"Atlanta, Ga",2020-06-09,4
385,@TwoCortWort I'm sorry. We don't have the option to direct message you. Please email the email address provided wit… https://t.co/ULaypyBcwh,shopDisney,Second star to the right,2020-06-09,0
415,"The Frozen Castle Collection is now available on Shop Disney UK
https://t.co/jx3QbmskFz https://t.co/kGKifFcjtc",TDRTweets,United Kingdom,2020-06-09,0
414,@SamRaimes @shopDisney Exactly the same for us - extremely disappointed x,afaf_uk,UK,2020-06-09,0
411,@shopDisney yay thanks Disney! 💖 https://t.co/Vokjol2DAb,Lrnarbrksxo,"Telford, England",2020-06-09,4
412,Deals: 40% Off Disney 'Dream Big Dress-Up' Sale 40% Off (https://t.co/VP8eRBDurK) https://t.co/UAfPJwzpQV,ansmt,,2020-06-09,4
413,Is the #ShopDisney Frozen Castle Collection already sold out (UK)?,WaveyCowpar,Cork,2020-06-09,0
387,"Any Star Wars fans? Baby Yoda face masks are just 😍
https://t.co/hAVVPXBgdQ 
#baby #geekmom #Disney https://t.co/zEVoUQq0HE",T_Moodguide,,2020-06-09,4
388,"#PrideMonth looks different this year, but these brands are still giving back to the LGBTQ community… https://t.co/EJMkArlVrR",ItsDanAvery,New York,2020-06-09,4
389,@shopDisney will there be a Disney castle collection release today?,vannenanne,"Calexico, CA",2020-06-09,4
390,I just ordered these! I think face masks will be around for awhile. Might as well add a little fun to it! https://t.co/sDs6DHcgIB,PattiHum,Found The Original High!,2020-06-09,4
391,Guess who got new Mickey ears 🐭🐭 #PrideMonth #PRIDE2020 #Disney @shopDisney https://t.co/dzW7Glu8cX,han_lockwood,"Derby, England",2020-06-09,0
392,@DisneyFoodBlog No AP discount and no quality check before receiving your items are also bad points. Collecting pin… https://t.co/JIHBQSmSwR,aftepes,,2020-06-09,4
394,Some new and recent shopDisney summer styles have arrived at World of Disney:  https://t.co/GhtqIb5n07 https://t.co/T7sFOSd4lO,laughing_place,"Orlando, FL",2020-06-09,4
395,"@DisneyFoodBlog If it is, they have a LOT of work to do on the ShopDisney site. It’s unacceptable how bad that site… https://t.co/8lfhBQnoUl",KateFan1023,"New York, NY",2020-06-09,0
396,@shopDisney My last email was never answered!,TwoCortWort,"Seven Lakes, North Carolina",2020-06-09,0
397,@shopDisney are we able to order from UK site to send to the USA?,GeekyShev,Unknown,2020-06-09,0
398,"@SweetyVii Oh, no! I'm so sorry, Panda. I'd be more than happy to assist you. I've sent you a direct message to further assist you. -Joanna",shopDisney,Second star to the right,2020-06-09,4
393,SHOP: New Pirates of the Caribbean Loungefly Mini Backpack Sails Into shopDisney - https://t.co/o6Y8WGGSBk https://t.co/qRRMbxAkwV,sailing_news,,2020-06-09,4
400,"@Georgii_23 Thanks for reaching out to us, Georgii! I'd be more than happy to assist you. Please click the link to… https://t.co/o8j95hFwZw",shopDisney,Second star to the right,2020-06-09,4
401,"@TwoCortWort Oh, no! I'm so sorry, Cortney. I'd be more than happy to assist you. Please email us at personal.shopp… https://t.co/HWaImNsbdX",shopDisney,Second star to the right,2020-06-09,0
403,"Yo Ho! NEW Pirates of the Caribbean Loungefly Hits shopDisney---&gt; https://t.co/dmJMS3SnJe

#disneystyle #loungefly… https://t.co/NvEX382A3T",InsideTheMagic,Theme Parks... and beyond.,2020-06-09,4
404,"Channel Your Inner Villain With This Stunning Maleficent Dress: https://t.co/A0tLmoJL6f

#maleficent #disney… https://t.co/89gW53PZY0",InsideTheMagic,Theme Parks... and beyond.,2020-06-09,4
405,"Still waiting @shopDisney order that said it was shipped back on 5/25/20. Click on tracking number, nothing EVER ha… https://t.co/mZPO4I9pkV",TwoCortWort,"Seven Lakes, North Carolina",2020-06-09,4
406,Is this anyone else? 😂 Order your Disney mystery box now at https://t.co/Rf88KEC0ff🧚‍♀️ #mypixiedust… https://t.co/82xC5PKVft,mypixiedustuk,United Kingdom,2020-06-09,4
407,"@shopDisney I bought 2 tshirts in your 'buy two, get second half price' offer.  When I added them to basket, the of… https://t.co/FnYxWyy9x8",upthevale81,London,2020-06-09,4
408,Hello @shopDisney. My $500-worth package has been stuck at Roissy Airport for more than 2 months because you forgot… https://t.co/Na2GHqir2P,SweetyVii,France,2020-06-09,0
409,@shopDisney can’t believe the castle collection puzzles were sold out before They even went on sale and now on eBay… https://t.co/2LiMD3kQDE,pm1972,hampstead/camden ,2020-06-09,0
399,@shopDisney Sorry I meant UK site but thank you for your response,Georgii_23,Kent,2020-06-09,0
410,Hope everyone got what they wanted @ShopDisneyUK this morning. After seeing lightening telling me sold out at 8:02… https://t.co/5kVRKhsgjc,TheBakerFamily2,"London, England",2020-06-09,0
292,@shopDisney is there any way for DVC members/annual pass-holders to get their discount shopping on the… https://t.co/YYQbp4LDIt,C_K_2_0_1_4,"New York, USA",2020-06-10,4
301,@shopDisney I bought Epcot LE posters.  They said 1 of 100 when I purchased.  But now the poster is 1 of 200. I nee… https://t.co/i1UVRYw60p,CherishedGuest,,2020-06-10,4
293,"@SpadgeeYoung Thanks for getting in touch, and we're sorry to hear your purchase isn't as we'd have hoped. The shop… https://t.co/fC64vGVDVG",Disney_UK,London,2020-06-10,0
294,@shopDisney $69 USD ($92 CAD) for international shipping?!?! What kind of sham is this? So so so unreasonable.,emersondkm,toronto,2020-06-10,4
295,@upthevale81 We're sorry about this Alastair. Please get in touch with the shopDisney team for further help - https://t.co/G1H9woXgOt,Disney_UK,London,2020-06-10,0
299,"When will the sketchbook Christmas orniminets of 2020 be available to buy @shopDisney @Disney 
Or a preview of what… https://t.co/JRlMZrY54M",mathewmichaux,#Llanelli #Cardiff #UK,2020-06-10,4
297,"@justinstorm90 @Nitro230 Mate, who can’t find masks? For example, our boy @FarmStuffz has loads on his site. It’s n… https://t.co/qscsZaBplG",DisReferee,VAR Control Room,2020-06-10,4
298,@shopDisney Why is my 1 of 100 Ecpcot poster now 1 of 200? Also why will won't You answer my questions?,CherishedGuest,,2020-06-10,0
300,@shopDisney Email has been sent.,TubeScott1984,"Maidstone, South East",2020-06-10,4
291,New Limited Edition pins coming to @shopDisney #disney #disneypins #shopdisney https://t.co/s3r4hT9vol,DizThruBrwnEyes,"Atlanta, GA",2020-06-10,4
296,@Nitro230 @justinstorm90 @FarmStuffz They got 1 month before this all opens. They’ll be aight (maybe idk bout shopd… https://t.co/bdYrvxYcCv,DisReferee,VAR Control Room,2020-06-10,0
290,So with not being able to go to Walt Disney World this year I decided to have a little retail therapy. If I can do… https://t.co/KaD1qIfKgw,ChelseaMH98,Andover UK,2020-06-10,4
279,@shopDisney Thank you for your help!,yieldtofield,"Winnipeg, Manitoba",2020-06-10,4
288,@CherishedGuest I'm so sorry about this. I'd be more than happy to look into this for you. I've sent you a direct m… https://t.co/uodVM6FTao,shopDisney,Second star to the right,2020-06-10,0
287,"@C_K_2_0_1_4 Thanks for asking, CK! I'm sorry. At this time, we don't have the option to apply the annual passholde… https://t.co/MsIHVJZrba",shopDisney,Second star to the right,2020-06-10,0
286,"@chrismunns We hadn't ordered any yet, but found these. Interested in other options. https://t.co/MJ6IEqcFbn",as_w,Toronto | 🇨🇦🌐🇮🇱 | ☁️,2020-06-10,4
285,My life has evolved into shopping for Winnie the Pooh Merch on https://t.co/xxE9i2PmFv ....total adult here,CTFxCinspiresme,The Interwebs,2020-06-10,4
284,Love you guys most of the time @shopDisney but was a box this big necessary for one small pin? Surely a padded enve… https://t.co/lmvbRLl4Tp,Thezinnmeister,"Austin, TX",2020-06-10,4
283,"After all that... the original @shopdisney order arrived today, ten days after it claimed to be delivered. /o\ LOOK… https://t.co/d8Itqpid4q",spooloflies,New York City,2020-06-10,4
282,@gilbertramirez Me too dude! Are those sold online anywhere? I know Disney sells a lot of their park merch on the s… https://t.co/lnnzzkYDpg,SeanyCohens,The Burbs,2020-06-10,0
281,#shopDisneySupport @shopDisney can someone help as to why I am unable to ship to Canada ?,yieldtofield,"Winnipeg, Manitoba",2020-06-10,0
280,"@yieldtofield Thanks for asking, Ashten! We do offer the option to ship to Canada. However, please note, all items… https://t.co/PNp7njVf0Y",shopDisney,Second star to the right,2020-06-10,4
302,@Nitro230 You will need to buy one. Not sure why this is so surprising or controversial. If they keep the ShopDisne… https://t.co/S6H4X7wgRv,Donillini,Chicago,2020-06-10,4
278,@yieldtofield You're welcome! -Joanna,shopDisney,Second star to the right,2020-06-10,4
277,@carlyewisel Shanghai just introduced him. He was sold on ShopDisney a couple months ago too. I picked one up. https://t.co/dhv057Qq3i,FLfreak,"Orlando, FL",2020-06-10,0
276,ShopDisney Plushes Buy 1 Get 1 For $1! https://t.co/VZduFIASL1,Couponin2Disney,"Birmingham, AL",2020-06-10,4
289,"@SpadgeeYoung Please click the link below to contact the United Kingdom's guest services. -Joanna 
https://t.co/dywQTFFJH9",shopDisney,Second star to the right,2020-06-10,4
303,"@MaryHalse Thanks for asking, Mary! Each store will vary. Please refer to the Store Locator page for the latest inf… https://t.co/Txx4HIP3nz",shopDisney,Second star to the right,2020-06-10,4
315,"@rileydoll2010 We are so sorry to hear this, Jennifer-Rose. We sent you a DM to assist you further. Please reply at… https://t.co/c3zKClyDtH",shopDisney,Second star to the right,2020-06-10,0
305,"@TubeScott1984 Oh, no! I'm so sorry, Scott. I'd be more than happy to assist you. I'm sorry. I don't have the optio… https://t.co/VeXZCnXwiG",shopDisney,Second star to the right,2020-06-10,0
275,"@Disney_UK i have just spent an hour waiting on SHOPDISNEY chat to ask for help (given up, i assume the chat handle… https://t.co/4pGtx88ArP",rav_1uk,,2020-06-10,4
332,"To celebrate Pride month, both @shopDisney and @UniversalORL have released new rainbow-themed merchandise collectio… https://t.co/z8DMLLlwNm",Attractions,,2020-06-10,4
331,See what’s new from #Loungefly on #ShopDisney - https://t.co/ES3pIgaZjH https://t.co/MoTvkomSUE,mainstreetmouse,Central Florida,2020-06-10,4
330,@shopDisney Love @shopdisney! However customer service is just plain awful. Yesterday I found out that someone canc… https://t.co/YOkUokwwEd,Michele56069220,"Lansdowne, PA",2020-06-10,0
328,"My daughter drew a Girl based on Dory Fish (Disney - Pixar Cartoon).
What do you think about it?
Thank you all.
She… https://t.co/X13YclYRZg",Tafogonego,"Indaiatuba-SP, Brazil",2020-06-10,4
327,"Channel Your Inner Villain With This Stunning Maleficent Dress: https://t.co/5VpWy9y6zP

#maleficent #disney… https://t.co/AeJEI6DwWS",InsideTheMagic,Theme Parks... and beyond.,2020-06-10,4
326,@galactichusky They were released a couple weeks ago on https://t.co/EvWXShOsLS ! I think these ones might still be available?,SpanielSpaniels,Florida,2020-06-10,0
325,@shopDisney Can’t wait until the Frozen Castle series comes out! Looking forward to adding the jumbo Frozen castle… https://t.co/lZDguKY2GW,KellyMWilder,"Dallas, TX",2020-06-10,4
324,Really wishing @shopDisney released the remaining F&amp;G Potted Plants mystery pin boxes. Still need 5 of them!… https://t.co/LBsFImnoOq,MsRachhh,FL.☀,2020-06-10,0
323,"@ItsByChris Hi, Chris. Your order is scheduled to ship this month.  You will receive an email confirmation with tra… https://t.co/ZQZGGInQ8G",shopDisney,Second star to the right,2020-06-10,4
322,@shopDisney So more than 2 months since ordering. Like when the pandemic is over. And not even an apology. This is… https://t.co/uXBUeI4rvJ,ItsByChris,"Boston, MA",2020-06-10,0
321,"@NicoleM97147061 Hi, Nicole. We have not been advised if the June Collection will be available in stores when they… https://t.co/AMOQ0sB4rv",shopDisney,Second star to the right,2020-06-10,4
304,"The Speciality Series glow Human Torch is now available online on @Disney_UK 

£14.99.

✅Order here ⬇️… https://t.co/KNdRgFsBfp",Abbernaffyfunko,"Glasgow, Scotland",2020-06-10,0
320,"@RunninOnCaramel Hi, Dianne. Please click the following link for the Disney Store locator page for updates regardin… https://t.co/m2ZM0yuDgu",shopDisney,Second star to the right,2020-06-10,4
318,"@MandaPandaAF Hi, Amanda. Please click the following link for the Disney Store locator page for updates regarding S… https://t.co/q19K1Ydmw3",shopDisney,Second star to the right,2020-06-10,4
317,"@ItsByChris Hi, Chris. We are so sorry for any inconvenience. This item is a pre-order with varying dates of availa… https://t.co/QiTsN4CJll",shopDisney,Second star to the right,2020-06-10,0
316,@DisneyParks @shopDisney Why is it impossible to get ahold of someone in your customer service department,rileydoll2010,"Wheeling, WV",2020-06-10,0
314,"@shopDisney Hi, I e-mailed customer support and did not receive a straight answer. I would like to know if return s… https://t.co/900rDMbCO5",selenelion,Texas · 雪月花,2020-06-10,4
313,@shopDisney Thank you! I’ll keep checking! :),RunninOnCaramel,"Edmonton, Alberta",2020-06-10,4
312,@Hesti4EverAP @DisneyPinsBlog @shopDisney It won’t let me DM y’all lol 🥴,KellyMWilder,"Dallas, TX",2020-06-10,4
311,@shopDisney I messaged you back.,rileydoll2010,"Wheeling, WV",2020-06-10,4
310,@shopDisney hi. I'm still waiting on my refund for the frozen 2 castle. It's been over 7 working days. And I can't… https://t.co/Jrl9fYgyxZ,TubeScott1984,"Maidstone, South East",2020-06-10,0
309,Latest addition to the pin collection @shopDisney #disneycastle #disneypins #pride @WaltDisneyWorld @Disneyland https://t.co/T7jzaejTcS,steppingstu,northfleet,2020-06-10,4
308,@shopDisney will the store in Milton Keynes uk be opening in time for the release of this month Minnie main attraction,MaryHalse,,2020-06-10,0
307,@RichyDisney @LeDisneyMoi @gourmetdyy i’m sure that one’s on https://t.co/qcWPeRm5Gr 👀,DsnYmaniac,,2020-06-10,4
306,"Yes, and they're still making tie-in products for Song of the South. This was released THIS YEAR.… https://t.co/i3n5kqXN7N",MightyInkMatt,Chicago,2020-06-10,4
319,"Yo Ho! NEW Pirates of the Caribbean Loungefly Hits shopDisney---&gt; https://t.co/7RhrpQYg7L

#disneystyle #loungefly… https://t.co/0JQeTi6uJG",InsideTheMagic,Theme Parks... and beyond.,2020-06-10,4
329,@shopDisney Love @shopdisney! However customer service is just plain awful. Yesterday I found out that someone canc… https://t.co/YPP0MuWAqh,Michele56069220,"Lansdowne, PA",2020-06-10,0
274,@yieldtofield @shopDisney I ordered some stuff and I was able to ship to Canada!,jennahailee,"Winnipeg, Manitoba, Canada ",2020-06-10,0
272,@spooloflies @shopDisney And you wanted an extra box! 😃,ProfessorEmily,New York,2020-06-10,0
273,Has anyone else experienced a similar fault with these disney pride pins? @shopDisney @Disney_UK #DisneyPinTrading… https://t.co/KLdspTqkpi,rav_1uk,,2020-06-10,0
246,"@whitekelsc @DarkLightLuna Yeah, they did. shopDisney only until further notice. Not sure if CA will do the same but it would make sense.",ydnam,NY,2020-06-10,4
248,@chris_puyau They are wishables from shopdisney!,BrookeRogers97,Binge Watching OUAT ,2020-06-10,4
249,Time To Pick Out Your #Loungefly For #Reopening Day at #Disneyland at #ShopDisney &gt;https://t.co/tdpqSXgWaA #Disney… https://t.co/t1meUvsZY3,whipsandchurros,Southern California,2020-06-10,4
250,"@shopDisney I got through on the phone! It's handled, thank you! I had managed to screw up chat AND email already s… https://t.co/cJYd7rM4Wi",spooloflies,New York City,2020-06-10,4
251,Completely forgot I ordered this! Now I have 2 Alice In Wonderland cups from the Disney store! And yes I’m definate… https://t.co/5Vz6p05bIx,PsyKittyDelic,"Fairytopia, UK",2020-06-10,0
252,"@M23957331 Hi, M. Please donate the item to a local charity of your choice and spread the Disney Magic. ^KG",shopDisney,Second star to the right,2020-06-10,4
253,"@spooloflies We will be delighted to help you! Please email your order number to Personal.shoppers@shopDisney.com,… https://t.co/rBZKvCFNsc",shopDisney,Second star to the right,2020-06-10,4
254,"Buy One Plush, Get One for $1 now through June 11 from @shopDisney! (Referral) https://t.co/Q6U65zOYtu https://t.co/LgsTNDuW1r",CoffeeWthKenobi,United States,2020-06-10,4
255,"@shopdisney #shopdisneyhelp I tried callback and it only took me to dead air, so I've now been on hold for 79 minutes. H o w.",spooloflies,New York City,2020-06-10,0
256,#Disneyland #SplashMountain 30th Anniversary #FunkoPOP &gt; https://t.co/H50Qt2UQ2t at #ShopDisney Limited Time Offer https://t.co/AWmeDmH2Ch,whipsandchurros,Southern California,2020-06-10,4
257,"@anniesoo Hi, Annie.  We are so sorry to hear this. Please email your order number to Personal.shoppers@shopDisney.… https://t.co/y11LTBcMxf",shopDisney,Second star to the right,2020-06-10,4
258,"New blog post! :) #newblogger
https://t.co/zsPbEIaEIq",alisonatdisney,,2020-06-10,4
247,@rayutar @amy_geek I ordered mine! https://t.co/kl44Jdh5CY,AriasFilms,Hollywood!,2020-06-10,4
260,"***New Deal***
shopDisney - BUY ONE PLUSH, GE...
New price $6.96
https://t.co/MxvqSg5sCK
#Deals #newDeals #Discounts https://t.co/XJcwgDXdBy",TheInStockRoom,⬇️Latest Deals⬇️HappySavings⬇️,2020-06-10,4
259,"In case anyone was wondering I have now fucked up email, chat, AND phone with @shopdisney. They're going to hate me so much.",spooloflies,New York City,2020-06-10,0
271,@ProfessorEmily @shopDisney FATE CAME THROUGH,spooloflies,New York City,2020-06-10,4
269,"@Mousefan98 Thanks for reaching out to us, Dorsal! I'd be more than happy to assist you. Our emails are reviewed to… https://t.co/eEsloFwOME",shopDisney,Second star to the right,2020-06-10,4
268,@shopDisney Thank you I just sent an email requesting that information.,Mousefan98,Neverland,2020-06-10,4
267,Happy Pride from me &amp; Mickey 🐭🌈 @Disney_UK @shopDisney #PrideMonth #PRIDE2020 https://t.co/ofxj9E3EO7 @sotonbloggers https://t.co/ygAn4Ew2n0,Alistairwm,Scotland,2020-06-10,4
270,@shopDisney I have a question on your website there is an opportunity to contact your company by email Is it’s set… https://t.co/iEb1sp0Sk7,Mousefan98,Neverland,2020-06-10,4
265,"@tsukasa487r2 Be careful mind, ShopDisney doesn't have twitter. Thats a fake account.",lolsallama,Newcastle/Durham,2020-06-10,0
264,@jennahailee @shopDisney I finally was able to. It was because the items I had in my basket weren’t able to ship to… https://t.co/6TzQuRCpul,yieldtofield,"Winnipeg, Manitoba",2020-06-10,0
263,"@shopDisney #shipdisneysupport Purchased a Beach Towel, which arrived today to find this. How can I get this rectif… https://t.co/5YmINxpuqP",anniesoo,"New York, NY",2020-06-10,4
262,@shopDisney if I get the paint and ink key from the uk on Friday nd sent it to the USA will I be eligible as it is a Europe exclusive?,GeekyShev,Unknown,2020-06-10,0
261,@shopDisney So based on the email response The answer is YES the responses are in fact generated by a computer and… https://t.co/1fp0uwMATB,Mousefan98,Neverland,2020-06-10,0
266,Great news! These Skywalker Saga pieces by @HerUniverse have been re-stocked on the @shopDisney website. The t-shir… https://t.co/xADM58JvYC,acrossthestars,"California, USA",2020-06-10,4
172,Parcels from @shopDisney are simply the best because of the box their items arrive in 😍🤭 https://t.co/bh3npPJgJV,emilylouiise_x,,2020-06-11,4
181,@shopDisney can you assist with replacement/refund this Woody doll bought for my son? Torn and falling apart out of… https://t.co/dpmkZvSeM5,Jim_Holmes_101,London,2020-06-11,0
174,WANT WANT WANT WANT WAAAAAAAAAAANNNNNT https://t.co/5odOz48BoY XXX,AmyLFruitcake85,,2020-06-11,0
175,"A shopDisney Deal Worth Embracing: Buy One, Get One Disney Plush https://t.co/12X5N7rZ1X",CastleInsider,"Orlando, FL",2020-06-11,4
176,"Stock up on adorable Disney plush with #shopDisney's Buy One Plush, Get One for a $1 offer—but hurry, the deal ends… https://t.co/8LmFrj766z",laughing_place,"Orlando, FL",2020-06-11,4
177,Here is a look at some Pins release @shopDisney all limited edition pins #disneypins #thursdaymorning… https://t.co/1idPUJZgsv,ultimatepins,,2020-06-11,0
178,"@Grumpster2010 Thanks for reaching out to us, Fred! We are planning to continue releasing the Castle Collection. Ho… https://t.co/qahwopGvmt",shopDisney,Second star to the right,2020-06-11,4
179,@shopDisney Has there been an official release date for the Arandelle Castle Collection? Thanks!,EricRovtar,"Orlando, FL",2020-06-11,4
180,"@_kristenl_ Thanks for reaching out to us, Kristen! I'd be happy to help. Please disregard the email. The email is… https://t.co/6WfnwPKSwp",shopDisney,Second star to the right,2020-06-11,4
182,"@shopDisney Thanks Joanna, but I can’t see anywhere on that site to submit a request, and time is critical",ApeMeetsGirl,UK,2020-06-11,4
189,"@ApeMeetsGirl Thank you for reaching out to us! Please visit https://t.co/QluRiBhX9i, for further assistance. Pleas… https://t.co/fK383gLLfU",shopDisney,Second star to the right,2020-06-11,4
184,@acrossthestars @shopDisney The good thing is these limited edition pins do not seem to be going quickly.  There ar… https://t.co/ka5E6hFemc,GalacticCurator,"Denver, Colorado, USA",2020-06-11,0
185,HAPPY MAIL. @shopDisney 😍💕 https://t.co/FGvLJxguUB,RawritsMJ,Florida!,2020-06-11,4
186,New #GalaxysEdge pins available soon on the @shopDisney website! https://t.co/OnN2LL5GXQ https://t.co/q0KML7TaFl,acrossthestars,"California, USA",2020-06-11,4
187,"@ItzStephy14 Thanks for asking, Stephanie! I'd be more than happy to look into this for you. Regrettably, we don't… https://t.co/iC1n26SR3K",shopDisney,Second star to the right,2020-06-11,4
188,"Disney Store Minnie Mouse Mystical Bath Robe
https://t.co/WKYwAEOh8S https://t.co/VTg91mAgnW",Carlene11427571,,2020-06-11,4
190,"@Jillian01036759 Thanks for reaching out to us, Jillian! I'm so sorry about this. I'd be more than happy to assist… https://t.co/o1724JnMCr",shopDisney,Second star to the right,2020-06-11,4
191,@MsRachhh @DisneyPinsBlog @shopDisney Nice! I got these two https://t.co/3RlMO7VeBl,laurens_travels,"Orlando, FL",2020-06-11,4
192,"Disney Store Spider-Man Bath Robe For Kids
https://t.co/pkU9LDyei7 https://t.co/rlVJ15PT5O",Carlene11427571,,2020-06-11,4
193,"@Emmilou182 @Etrmac1 @shopDisney Right..site crashes, items removed from cart, not able to check out...get a confir… https://t.co/Y7POdUnE9I",Mousefan98,Neverland,2020-06-11,0
171,"@Jim_Holmes_101 Oh, no! I'm so sorry, James. I'd be more than happy to assist you. I've sent you a direct message t… https://t.co/aK9pNs2btd",shopDisney,Second star to the right,2020-06-11,0
183,"@saharalshaiban1 Thanks for asking, Sahar! We do offer the option to ship to Saudi Arabia. However, please note, al… https://t.co/9wJGrsKbMC",shopDisney,Second star to the right,2020-06-11,4
170,"@ApeMeetsGirl Please scroll to the very bottom of the website. On the bottom, there is an option to contact them. -Joanna",shopDisney,Second star to the right,2020-06-11,4
156,"Disney Parks Mad Tea Party Attraction Puzzle by UGears
Shop Now--&gt; https://t.co/wbdfOlxify #ilovecharacters #disney… https://t.co/dcwSHYzwJL",ilovecharacters,"Florida, USA",2020-06-11,4
168,@shopDisney That's fine. I was just worried I missed it when I saw it was released in Europe. Thanks for the quick reply!,EricRovtar,"Orlando, FL",2020-06-11,0
146,"I just randomly vented (screeched actually) to the BF about the lack of new mugs on ShopDisney, how I miss TN, I ha… https://t.co/80Kd3ioLS0",LilDisFan,SWFL,2020-06-11,0
147,@CherishedGuest @shopDisney I found they really don’t ever answer your questions directly...you get “canned responses” Good Luck!,Mousefan98,Neverland,2020-06-11,4
148,"New Disney Simba Hello Sunshine Plush Blankie for Baby
Shop now at only $12.99--&gt; https://t.co/DPhpI3mcLg… https://t.co/RXIbSbHX6q",ilovecharacters,"Florida, USA",2020-06-11,4
149,"@shopDisney Your phone systems is totally broken, I have been trying to call in for an hour, waiting on hold and ca… https://t.co/l8gjpH5QF4",MSpathes,,2020-06-11,0
150,@shopDisney I have been on hold for an entire hour to try to exchange a sweatshirt with freakishly short sleeves. I… https://t.co/aBrwOwmxvL,chirokos,,2020-06-11,0
151,I just spent an unnecessary amount of Disney stuff from https://t.co/VJgl4dd5Pl during their sale and I am not ashamed,MCiochetty,,2020-06-11,0
152,@shopDisney I ordered 2 limited edition posters that were supposed to be limited to 100 but when the posters came t… https://t.co/bQJMzCYm74,J_Roll_It_Up,"California, USA",2020-06-11,0
153,Not worth complaining about bc of the general state of the world rn but that empire strikes back spirit jersey I or… https://t.co/lnUxmicu7w,JulieMHerrick,"Orlando, FL",2020-06-11,4
154,"@shopDisney hi, would it be possible for someone to dm me, I have a question and keep getting disconnected in the c… https://t.co/Vvyqgm4ZoE",amberrmoh,"Pittsburgh, PA",2020-06-11,4
155,some pride bits I got from @shopDisney 🌈 🏳️‍🌈 https://t.co/fcDiWHEu7m,CianJudas,Ireland,2020-06-11,4
169,"@EricRovtar Thanks for reaching out to us, Eric! We are planning to continue releasing the Castle Collection. Howev… https://t.co/1S6fg7246i",shopDisney,Second star to the right,2020-06-11,4
194,Pin releases today #disneypins #shopdisney #disney #lovedisneypins https://t.co/tVWDSXb3yZ,ultimatepins,,2020-06-11,0
158,@shopDisney needs to not require masks in store. We won’t go till they stop that liberal crap. I’m not heopardizing… https://t.co/2ivqodODNf,Mikethepinnut,,2020-06-11,0
159,"Thanks @shopDisney for getting our #PrideMinnie to us so quickly. Mickey has been missing his other half. 
❤️🧡💛💚💙💜… https://t.co/Q2k4FvqUOJ",CoasterKyle92,"New Jersey, USA",2020-06-11,0
160,Ummm @shopDisney I ordered two Disney Parks ABC mugs... you got the packing slip right... and the shipping box size… https://t.co/nMJcEc3rNA,MrAlexGonzalez,"Miami, FL",2020-06-11,0
161,@SteveTONJohns3 @shopDisney Try calling the “mall management office” and ask.  That’s what I have been doing. They… https://t.co/q1QO0uYwPx,alex_rod323,"El Monte, CA",2020-06-11,4
162,@shopDisney #shopdisneysupport will the Disney castle puzzles be restocked?,lucyj2207,Norfolk :),2020-06-11,4
163,"@shopDisney malls in my area are opening tomorrow. I want to know if my local Disney store will be open, but no one… https://t.co/avCwhQARF2",SteveTONJohns3,,2020-06-11,0
164,@shopDisney Wow have times changed when it comes to the Disney name! I can remember when a confirmation number actu… https://t.co/XQzaCpdknt,Mousefan98,Neverland,2020-06-11,4
165,@shopDisney when are the stores opening,_ShakalaDenise,,2020-06-11,0
166,@shopDisney I am looking for the large cuddeleez Rex. It is sold out online. When are they next in stock or how do I get one?,Saywood,,2020-06-11,0
167,"@shopDisney Correct, but there is a list of teams and departments and none are obviously for this type of request",ApeMeetsGirl,UK,2020-06-11,4
157,@WaltDisneyCo Since I can’t get a straight answer from @ShopDisney perhaps you can assist me? Since when did a “con… https://t.co/AgbYe2msve,Mousefan98,Neverland,2020-06-11,0
195,"@shopDisney, any word on the possible release dates of the remaining #DisneyParksDesignerCollection items?

The ori… https://t.co/bxcez3FH4z",daykota,"Las Vegas, NV",2020-06-11,0
173,"@toXicBits @DisFunko ""Pre-orders for HM with Butler Funko Pop Town are live at Entertainment Earth for $29.99 with… https://t.co/3t3AyVjemF",AutL78,The Disney-verse,2020-06-11,4
197,@shopDisney  is the buy one get one free offer included in the disney key offer tomorrow thanks x,toni26xxxx,London ,2020-06-11,4
